atom_index_i,atom_index_j,atom_index_k,atom_symbol_i,atom_symbol_j,atom_symbol_k,triangle_area,bond_angle_variance,triangle_shape_factor,avg_atomic_incompatibility,variance_atomic_incompatibility,avg_bader_charge,variance_bader_charge,avg_vectorial_asymmetry,max_vectorial_asymmetry,avg_bond_alignment,variance_bond_alignment,avg_bond_gradient,max_bond_gradient,avg_bond_distance,variance_bond_distance,geometric_centroid_density,geometric_centroid_elf,geometric_centroid_laplacian_of_density,structural_tensor_product_trace,total_density_gradient_flux,point_group_reduction_factor,structure_tensor_normal_projection,hierarchical_stress_flow
12,16,21,Pb,I,I,5.356064071370641,0.09197969211777957,0.9242306278043166,1.175976068685899,0.041715572116336135,-0.06293433333333336,0.4973119818275608,0.5463168044717331,0.8908107564253832,0.5671270847446446,0.00022048399125049835,1178.8923595399601,1238.012567563219,3.2803418241776336,0.0002602889574003014,0.0803416185086745,0.11299363799722321,0.0073129060497919805,33578.00146412468,-6713.544044072538,1.0,76.41711364123069,11.935788499614018
1,20,22,Cs,I,I,7.43036894589567,0.5753510964598793,0.6317206910935047,1.3399549881162731,0.39739653599470204,-0.08905266666666733,0.4080157933975577,0.44746581084962506,1.1424426430984969,0.8979483659252517,0.008700476616077351,621.1179866430016,637.7700791717531,4.17528135662554,0.012530283916066788,0.20150697096334672,0.6720399462357431,0.018007975916535086,93120.59894245057,3817.9552895512948,1.0,58.736955197110056,3.4053267030989653
3,17,28,Cs,I,I,7.27840232384761,0.0016116244360661022,0.9984153962046408,0.679293265888357,0.12957362554358098,-0.11667933333333498,0.43335381174422544,0.9746880519835787,1.1424426431007055,0.8089317572026016,8.011868568650901e-32,769.3455598761964,997.9388013472908,4.040088585063431,0.0012498287756818958,0.02096399509705053,0.02168186663353972,0.0016200168770793629,86109.36580148991,-1951.9728734055977,1.0,91.6578295277491,30.414874533424506
8,21,33,Pb,I,I,5.415547605628729,0.18284292850413542,0.8600492591206224,1.2515957345721234,0.01652959557902572,-0.049120999999999526,0.48334898563200474,0.2827056839049706,0.6481622622643268,0.5522783813921773,4.496630419276208e-28,1238.0079344224969,1238.012567561445,3.2964876341977245,1.5219719642596486e-10,0.10220966842325953,0.18952998124164652,0.009726661764811026,35893.581146397526,3460.805230981099,1.0,78.2656472570633,3.8985687128817146
3,6,28,Cs,Cs,I,7.278402323847605,0.4929043317531055,0.6754461903880112,0.4247607281416385,0.1295736255435741,0.3488063333333334,0.43335381174422544,1.058565347542151,1.1424426431007162,0.8089317572025979,1.509929076399593e-29,536.0614960517671,540.752318405102,4.04008858506343,0.0012498287756817703,0.19708308184519713,0.7154629701782501,0.011848317882665205,170307.73420458363,-3728.3121259022514,1.0,113.34938323465275,49.52255449326696
3,28,37,Cs,I,I,7.892251290704445,0.10644520621478741,0.9134983625306713,0.5865477908709558,0.09956358957457721,-0.1308203333333348,0.44691861313089193,0.6802709606710843,1.1424426431007055,0.8787978313106135,0.004881268311266184,409.61509496290734,540.752318405102,3.9769254881357137,0.0007734060798647516,0.022564408332496122,0.037882540522471,0.0027012871016912302,77383.20493733851,6791.2340067332625,1.0,87.64185683667233,29.573790173267426
3,17,37,Cs,I,I,7.552689596669075,0.01499495036109818,0.9860484309130163,0.5865477908709572,0.09956358957457823,-0.1308203333333348,0.44691861313089193,0.6802709606710734,1.1424426431007055,0.8787978313106133,0.004881268311266223,638.2083364340017,997.9388013472908,4.012278405634583,0.003989576813500347,0.018370835239267327,0.013495968062004836,0.0014610999421292672,77383.20493733842,2367.4740662972904,1.0,96.15823332812755,27.38103996198271
15,31,39,Pb,I,I,5.063535625055778,0.15890284765550952,0.8758211130570012,1.213535691808487,0.027391565435331056,-0.09088866666666699,0.5255875104508946,0.515510833725683,0.8908107564257614,0.5630422546667756,0.0003584786881569065,976.8647859457467,1119.7635868039629,3.1845425271307817,0.006350622126587512,0.1138224038809653,0.1751141543569785,0.010963704590865786,34083.11922077906,-62.176785494221285,1.0,73.3207166634256,27.775337043351147
5,18,30,Cs,I,I,7.726677047148097,0.03194797201459083,0.9715862243473585,1.4180514641338202,0.29478896667731175,-0.11667933333333498,0.43335381174422544,0.9746880519843021,1.1424426431011137,0.8089317572026773,2.6654870430319344e-29,540.7521741716928,540.7523184055157,4.004736735748686,1.1410177236979014e-12,0.017122503036223806,0.012628741713436132,0.0015423410965111678,86109.36580148485,2526.020464359688,1.0,86.48905539336377,35.170821134488236
5,18,39,Cs,I,I,5.793872844042027,0.8091471663690225,0.5181562813258738,1.4643587346635227,0.263521128700217,-0.1308203333333348,0.44691861313089193,0.680270960671434,1.1424426431011137,0.8787978313106464,0.004881268311259521,409.61501060291425,540.7523184055157,3.9769266844744493,0.0007733395404957512,0.6581325258389256,0.756256627429523,0.08503901562555453,77383.2049373349,-961.044202457912,1.0,96.74329936724675,34.677236200952365
